job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates,skill_count,salary_avg
software developer,Company_97,e-commerce,chennai,"Java, Spring, Microservices",senior,7-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-22,Low,None,3,7.0
product manager,Company_469,telecom,hyderabad,"Java, Spring, Microservices",junior,5-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-30,Medium,None,3,5.0
backend developer,Company_106,finance,kolkata,"Python, Deep Learning, NLP",junior,5-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-27,Low,None,3,5.0
cyber security analyst,Company_331,healthcare,pune,"JavaScript, React, HTML, CSS",mid,6-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-23,High,Cybersecurity Essentials,4,6.0
business analyst,Company_25,education,mumbai,"AWS, Docker, Kubernetes",mid,4-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-03,Medium,None,3,4.0
devops engineer,Company_324,e-commerce,bangalore,"JavaScript, React, HTML, CSS",mid,9-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-03,High,None,4,9.0
software developer,Company_329,healthcare,chennai,"JavaScript, React, HTML, CSS",mid,7-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-14,High,None,4,7.0
frontend developer,Company_426,e-commerce,pune,"JavaScript, React, HTML, CSS",mid,4-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-31,High,None,4,4.0
business analyst,Company_31,finance,mumbai,"Java, Spring, Microservices",senior,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-18,Medium,None,3,7.0
backend developer,Company_210,e-commerce,delhi,"Linux, Networking, Security",senior,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-04,Medium,None,3,8.0
backend developer,Company_281,healthcare,kolkata,"Java, Spring, Microservices",mid,5-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-21,High,None,3,5.0
cloud engineer,Company_261,finance,mumbai,"Python, SQL, Machine Learning",mid,6-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-12,High,AWS Certified Solutions Architect,3,6.0
cloud engineer,Company_423,manufacturing,pune,"Java, Spring, Microservices",junior,4-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-17,Medium,AWS Certified Solutions Architect,3,4.0
product manager,Company_160,automobile,delhi,"JavaScript, React, HTML, CSS",senior,3-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-23,High,None,4,3.0
ml engineer,Company_337,automobile,remote,"Python, Data Analysis, Statistics",mid,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-26,Low,None,3,10.0
business analyst,Company_472,education,chennai,"JavaScript, React, HTML, CSS",senior,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-05,Medium,None,4,3.0
cloud engineer,Company_8,it,bangalore,"JavaScript, React, HTML, CSS",mid,6-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-18,Low,AWS Certified Solutions Architect,4,6.0
data scientist,Company_264,education,bangalore,"Power BI, Excel, SQL",fresher,6-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-17,High,Certified Data Scientist,3,6.0
backend developer,Company_304,finance,bangalore,"Python, SQL, Machine Learning",senior,10-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-07,High,None,3,10.0
business analyst,Company_28,automobile,chennai,"Python, SQL, Machine Learning",junior,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-25,High,None,3,3.0
backend developer,Company_90,telecom,pune,"Power BI, Excel, SQL",junior,10-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-24,Medium,None,3,10.0
frontend developer,Company_63,automobile,mumbai,"Java, Spring, Microservices",mid,5-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-19,High,None,3,5.0
frontend developer,Company_88,it,chennai,"Java, Spring, Microservices",junior,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-23,Medium,None,3,4.0
product manager,Company_393,automobile,remote,"Linux, Networking, Security",senior,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-30,High,None,3,8.0
devops engineer,Company_189,it,hyderabad,"Linux, Networking, Security",fresher,5-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-09,Medium,None,3,5.0
backend developer,Company_169,healthcare,remote,"AWS, Docker, Kubernetes",fresher,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-08,High,None,3,9.0
ai engineer,Company_436,automobile,hyderabad,"Python, Data Analysis, Statistics",fresher,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-27,Medium,None,3,10.0
business analyst,Company_382,it,pune,"JavaScript, React, HTML, CSS",junior,7-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-21,High,None,4,7.0
backend developer,Company_275,e-commerce,hyderabad,"Java, Spring, Microservices",junior,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-14,Low,None,3,4.0
cyber security analyst,Company_470,healthcare,mumbai,"Java, Spring, Microservices",mid,3-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-01,Low,Cybersecurity Essentials,3,3.0
ml engineer,Company_342,telecom,chennai,"AWS, Docker, Kubernetes",senior,8-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-02,Medium,None,3,8.0
devops engineer,Company_291,healthcare,hyderabad,"AWS, Docker, Kubernetes",fresher,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-19,Medium,None,3,3.0
data analyst,Company_354,automobile,hyderabad,"Python, Deep Learning, NLP",fresher,6-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-09,Low,Google Data Analytics Certificate,3,6.0
cloud engineer,Company_396,e-commerce,delhi,"AWS, Docker, Kubernetes",mid,3-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-09,High,AWS Certified Solutions Architect,3,3.0
frontend developer,Company_107,healthcare,pune,"Linux, Networking, Security",fresher,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-31,Low,None,3,8.0
cyber security analyst,Company_103,telecom,pune,"Java, Spring, Microservices",senior,3-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-18,High,Cybersecurity Essentials,3,3.0
data scientist,Company_95,finance,mumbai,"JavaScript, React, HTML, CSS",junior,4-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-20,Low,Certified Data Scientist,4,4.0
ai engineer,Company_460,telecom,mumbai,"Linux, Networking, Security",senior,9-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-24,Low,None,3,9.0
cyber security analyst,Company_184,finance,chennai,"Linux, Networking, Security",junior,10-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-11,Medium,Cybersecurity Essentials,3,10.0
devops engineer,Company_196,automobile,remote,"AWS, Docker, Kubernetes",senior,4-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-27,High,None,3,4.0
cloud engineer,Company_310,healthcare,delhi,"Python, SQL, Machine Learning",senior,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-03,High,AWS Certified Solutions Architect,3,4.0
ai engineer,Company_286,telecom,chennai,"Python, Data Analysis, Statistics",junior,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-13,Low,None,3,10.0
ml engineer,Company_160,education,chennai,"Python, SQL, Machine Learning",mid,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-29,High,None,3,4.0
business analyst,Company_99,it,mumbai,"Linux, Networking, Security",fresher,6-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-06,Medium,None,3,6.0
cloud engineer,Company_46,automobile,pune,"AWS, Docker, Kubernetes",senior,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-26,Low,AWS Certified Solutions Architect,3,8.0
data analyst,Company_342,e-commerce,kolkata,"Python, Data Analysis, Statistics",senior,5-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-10,High,Google Data Analytics Certificate,3,5.0
frontend developer,Company_52,it,remote,"Python, Data Analysis, Statistics",senior,6-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-09,Low,None,3,6.0
cloud engineer,Company_15,manufacturing,pune,"Power BI, Excel, SQL",senior,10-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-17,Low,AWS Certified Solutions Architect,3,10.0
backend developer,Company_82,manufacturing,pune,"Power BI, Excel, SQL",senior,10-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-21,Low,None,3,10.0
data analyst,Company_446,automobile,mumbai,"JavaScript, React, HTML, CSS",fresher,8-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-28,Low,Google Data Analytics Certificate,4,8.0
frontend developer,Company_72,e-commerce,hyderabad,"Python, Data Analysis, Statistics",fresher,10-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-17,Medium,None,3,10.0
product manager,Company_384,finance,hyderabad,"AWS, Docker, Kubernetes",fresher,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-17,Medium,None,3,7.0
data scientist,Company_157,healthcare,delhi,"Python, Deep Learning, NLP",fresher,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-29,High,Certified Data Scientist,3,8.0
data scientist,Company_104,healthcare,kolkata,"AWS, Docker, Kubernetes",senior,4-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-21,Low,Certified Data Scientist,3,4.0
cyber security analyst,Company_413,telecom,bangalore,"Python, Data Analysis, Statistics",junior,9-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-13,Low,Cybersecurity Essentials,3,9.0
data analyst,Company_494,education,bangalore,"Linux, Networking, Security",junior,6-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-20,High,Google Data Analytics Certificate,3,6.0
data scientist,Company_337,telecom,bangalore,"Linux, Networking, Security",fresher,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-15,Low,Certified Data Scientist,3,7.0
ml engineer,Company_339,e-commerce,kolkata,"Power BI, Excel, SQL",senior,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-12,Low,None,3,4.0
